diet,fao_area_code,TaxonName,VBDesc,fm_emissions_total,fo_emissions_total,source
marine_diet,61,Spratelloides gracilis,purse seines,18.89121868490659,10.601456423441551,Whole fish
marine_diet,61,Dussumieria elopsoides,purse seines,18.56875853036572,10.420496828738813,Whole fish
marine_diet,61,Euphausia superba,mid-water trawls,4.25818580208166,2.38962726421424,Whole fish
marine_diet,61,Clupeidae,gillnets,0,5853.999776102572,Trimmings
marine_diet,61,Clupeidae,with gorges or hooks,0,13300.882552555133,Trimmings
marine_diet,61,Engraulidae,lampara-like nets,0,0.35380062517603733,Trimmings
marine_diet,61,Engraulis anchoita,purse seines,0,0.11223987164551717,Trimmings
marine_diet,61,Engraulis mordax,bottom trawls,0,75.755174269172,Trimmings
marine_diet,61,Engraulis ringens,gillnets,0,0.017022758975966713,Trimmings
marine_diet,61,Katsuwonus pelamis,gillnets,0,2036.6540250422931,Trimmings
marine_diet,61,Katsuwonus pelamis,longline tuna,0,23562.363158029635,Trimmings
marine_diet,61,Katsuwonus pelamis,pole line tuna,0,23093.06051245653,Trimmings
marine_diet,61,Katsuwonus pelamis,purse seine tuna,0,4390.526739574797,Trimmings
marine_diet,61,Katsuwonus pelamis,troll lines,0,3792.9618476562473,Trimmings
marine_diet,61,Sardinella,gillnets,0,1195.2079719863611,Trimmings
marine_diet,61,Scomber scombrus,traps,0,2.3265341643360986,Trimmings
marine_diet,61,Sprattus fuegensis,gillnets,0,8519.926523308644,Trimmings
marine_diet,61,Theragra chalcogramma,mid-water trawls,0,131747.0740528895,Trimmings
marine_diet,61,Thunnus,longline tuna,0,0.3245357213437653,Trimmings
marine_diet,61,Thunnus alalunga,gillnets,0,726.0855692173582,Trimmings
marine_diet,61,Thunnus alalunga,longline tuna,0,27597.88403508094,Trimmings
marine_diet,61,Thunnus alalunga,pole line tuna,0,0.9633607881795561,Trimmings
marine_diet,61,Thunnus alalunga,purse seine tuna,0,0.06840217348923963,Trimmings
marine_diet,61,Thunnus albacares,gillnets,0,187.06655956366666,Trimmings
marine_diet,61,Thunnus albacares,longline tuna,0,43231.77090825358,Trimmings
marine_diet,61,Thunnus albacares,pole line tuna,0,945.3862616423113,Trimmings
marine_diet,61,Thunnus albacares,purse seine tuna,0,426.18555527720133,Trimmings
marine_diet,61,Thunnus albacares,troll lines,0,689.2470367820231,Trimmings
